id,relevance
32441,2.4868
32442,2.4181
32444,2.5167
32446,2.5541
32447,2.4218
32449,2.8667
32452,2.42675
32453,2.5403
32454,2.5403
32455,2.667
32456,2.7735
32457,2.7701
32459,2.7735
32462,2.7998
32463,2.5038
32464,2.5174
32465,2.1829
32466,2.1963
32467,2.8533
32468,2.8467
32471,2.1597
32472,2.1125
32473,2.0728
32474,1.8837
32475,1.7333
32477,1.854
32478,1.8537
32479,1.8872
32483,2.2718
32484,2.2985
32485,2.663
32486,2.7455
32488,2.275
32489,2.2851
32490,2.418
32491,2.418
32492,2.3646
32493,2.295
32494,2.348
32496,2.3915
32497,2.4181
32499,2.4979
32501,2.474
32502,2.5839
32503,2.4335
32504,2.39
32505,2.4335
32507,2.3168
32509,2.0114
32510,2.0249
32511,1.9221
32512,1.9222
32513,1.9654
32514,1.912
32515,1.9222
32516,1.9222
32518,2.6698
32519,2.8439
32520,2.8473
32521,2.1932
32524,2.8667
32525,2.5766
32526,2.7033
32528,2.8271
32529,2.6404
32533,2.65
32537,2.6337
32540,2.5227
32541,2.5051
32543,2.1267
32544,2.168
32546,1.9459
32547,2.1267
32548,2.0437
32550,2.49855
32551,2.50865
32552,2.0475
32553,2.0475
32554,2.6281
32556,2.1355
32557,2.2017
32559,2.6604
32560,2.3816
32561,2.6072
32566,2.0797
32568,2.1462
32569,2.1462
32570,2.1362
32571,2.7336
32572,2.69835
32574,2.59002
32575,2.5298
32577,2.4845
32578,2.3914
32579,2.3631
32581,2.8733
32582,2.5663
32583,2.5963
32584,2.169
32587,2.1426
32589,2.563
32591,2.3881
32592,2.7736
32594,1.4496
32596,1.8628
32597,1.992
32599,1.8728
32600,1.8628
32601,1.9156
32603,1.8695
32605,1.6327
32606,1.8628
32607,1.8628
32609,2.70118333333
32610,2.61113333333
32611,2.69798333333
32612,2.68798333333
32613,2.59868333333
32614,2.1703
32616,2.74125
32618,2.492
32619,2.4787
32620,2.5166
32621,1.9951
32622,1.9485
32625,2.7202
32626,2.7302
32627,2.1429
32628,2.1429
32629,2.4433
32630,2.3736
32631,2.0216
32632,2.1437
32633,2.1371
32634,2.1374
32635,2.1806
32636,1.9258
32638,1.9591
32640,2.5349
32641,2.4645
32643,2.60133636364
32645,2.3807
32647,2.4177
32648,2.6571
32649,2.6271
32650,2.6571
32651,2.7333
32653,2.2732
32654,2.2201
32655,2.2167
32656,2.4197
32657,2.4197
32658,2.7303
32660,2.8034
32664,1.7881
32666,1.7881
32667,2.4439
32670,2.1567
32671,2.8134
32672,2.3828
32673,2.3829
32674,2.4029
32675,2.2827
32676,2.5453
32677,2.71
32678,2.1507
32679,2.2566
32680,2.6103
32682,2.8371
32685,2.6991
32687,2.4371
32688,2.4982
32691,2.5961
32692,2.3522
32695,2.3413
32696,2.3615
32699,2.693
32700,2.693
32701,2.3761
32702,2.3761
32703,2.3696
32704,2.48696666667
32705,2.527275
32706,1.9766
32707,2.1336
32708,2.1767
32711,2.1427
32712,2.1431
32713,2.0902
32714,2.1896
32716,2.8098
32719,2.4232
32720,2.4267
32722,2.4598
32723,2.223
32724,2.2297
32725,2.1963
32726,2.1963
32727,2.2297
32728,2.1764
32729,2.2197
32730,2.1863
32732,2.1132
32733,2.1132
32734,2.0246
32735,2.3238
32737,2.0314
32738,2.5236
32739,2.70845
32744,2.5735
32745,2.67923333333
32749,2.7887
32750,2.8085
32752,1.8523
32755,2.2348
32756,2.2911
32757,2.2844
32758,2.2911
32759,2.2911
32760,2.3509
32761,2.3444
32762,2.2979
32764,2.3011
32765,2.8571
32769,2.3406
32770,2.3504
32771,2.3208
32772,2.3308
32774,2.3711
32775,2.3711
32779,2.6158
32780,2.6458
32781,2.44946666667
32782,2.49636666667
32784,2.5925
32785,2.5456
32786,2.5928
32787,2.559
32788,2.6258
32789,2.6402
32793,2.7778
32795,2.771
32796,2.5272
32797,2.5037
32800,2.7054
32801,2.2061
32803,2.2267
32804,2.1633
32805,2.1733
32806,2.1633
32807,2.4588
32808,2.4085
32809,2.4755
32811,2.8438
32813,2.8605
32815,2.113
32816,2.1232
32818,2.1029
32819,2.0695
32820,2.0661
32821,2.1069
32823,2.64
32824,2.67
32825,2.64
32826,2.4986
32828,2.6266
32829,2.3945
32830,2.4919
32831,2.4681
32832,2.4953
32834,2.468
32836,2.3748
32838,2.4185
32839,2.3541
32840,2.3953
32842,2.3014
32844,2.1891
32845,2.1758
32847,2.2419
32848,2.1891
32849,2.1688
32850,2.1923
32851,2.2084
32852,2.2052
32855,2.5698
32856,2.4996
32858,2.1781
32861,2.5354
32862,2.4818
32863,2.4961
32864,2.4791
32865,2.5393
32867,2.4421
32868,2.1199
32869,2.8133
32870,2.7965
32871,2.8133
32873,2.497
32874,2.6113
32875,2.4872
32876,2.4436
32877,2.1781
32878,2.1779
32879,2.6037
32880,2.1216
32882,2.2679
32883,2.1795
32884,2.5961
32885,2.5895
32886,2.39845
32887,2.39855
32888,2.39525
32889,2.7074
32890,2.6297
32891,1.9622
32892,1.9721
32894,2.596
32898,2.6137
32900,2.9334
32901,2.491
32902,2.5211
32903,2.5379
32904,2.5079
32905,2.5146
32906,2.5211
32907,2.4612
32908,2.5384
32910,2.0605
32911,2.0639
32913,2.3534
32914,2.4002
32915,2.487
32917,2.5903
32918,2.3534
32921,2.3434
32922,2.2834
32923,2.3966
32924,2.537
32925,2.21845
32927,2.5373
32929,2.7503
32930,2.7302
32932,1.9934
32933,2.0767
32934,2.1039
32935,2.0601
32936,2.0367
32937,2.4793
32938,2.4678
32939,2.4479
32940,2.4678
32942,2.4745
32943,2.4678
32944,2.4679
32947,2.6706
32948,2.7637
32950,2.5875
32951,2.6966
32952,2.8182
32954,2.3727
32955,2.4897
32957,2.5928
32959,2.7662
32960,2.8229
32961,2.7662
32962,2.8229
32963,2.2301
32964,2.2268
32965,2.2268
32966,2.2004
32967,2.2268
32968,2.5119
32969,2.5353
32972,2.7026
32974,2.30966666667
32975,2.30966666667
32976,2.30966666667
32977,2.30966666667
32978,2.29306666667
32979,2.30976666667
32980,2.7358
32981,2.7258
32984,2.7558
32985,2.7558
32986,1.8766
32987,2.7391
32988,2.7558
32989,2.7558
32990,2.6493
32991,2.5404
32992,2.07
32993,2.5538
32994,2.5438
32996,1.9722
32998,2.5334
32999,2.6836
33001,2.0886
33003,2.8606
33004,2.7077
33005,2.7474
33007,2.8566
33008,2.8268
33010,2.8104
33011,2.6833
33012,2.6055
33013,2.6021
33016,2.57
33017,2.311
33018,2.3043
33020,2.2976
33021,2.2975
33023,2.3078
33024,2.3043
33025,2.5804
33026,2.84
33028,2.5569
33031,2.85226666667
33032,2.85226666667
33033,2.85226666667
33034,2.85226666667
33036,2.6898
33037,2.4842
33038,2.4808
33039,2.4775
33043,2.8078
33044,2.7966
33045,2.8334
33047,2.7507
33048,2.5671
33049,1.5566
33051,1.4566
33052,1.4632
33053,1.5833
33054,1.5733
33055,1.47
33058,2.4876
33059,2.5767
33060,2.6809
33061,2.6044
33062,2.5941
33063,2.6769
33066,2.694
33067,2.7133
33071,2.2678
33072,2.2044
33073,2.2476
33074,2.2612
33075,2.2895
33076,2.3127
33079,2.6854
33081,2.1066
33083,2.6665
33085,2.7367
33087,2.6218
33088,2.4631
33089,2.61808333333
33090,2.6732
33091,2.5735
33092,2.5833
33093,2.5131
33094,2.6633
33095,2.348
33097,2.2814
33099,2.0736
33100,2.2745
33101,2.2651
33102,2.4312
33103,2.3613
33104,2.3878
33105,2.3317
33106,2.445
33107,2.0698
33109,2.0698
33110,2.8739
33117,2.3691
33123,2.4213
33124,2.5416
33125,1.9726
33127,2.1015
33128,2.1742
33131,2.314
33132,2.3921
33133,2.5666
33134,2.6569
33135,2.5764
33136,2.5665
33137,2.57
33138,2.7504
33139,2.6066
33141,2.7067
33143,2.6832
33144,2.4233
33145,2.4167
33146,2.49666666667
33147,2.2267
33148,1.9827
33149,2.1399
33151,2.2334
33152,2.2673
33153,2.7402
33154,2.6737
33155,2.597
33156,2.7433
33157,2.8135
33158,2.8069
33160,2.4625
33161,2.4758
33162,2.4758
33163,2.3858
33164,2.3532
33165,2.3532
33166,2.6064
33170,2.2771
33173,2.0767
33175,2.7898
33177,2.7097
33179,2.9401
33180,2.81685
33181,2.4099
33182,2.4133
33183,2.4
33185,2.8296
33186,2.7758
33188,2.7443
33189,2.8076
33191,2.8721
33192,2.65916666667
33194,2.692
33195,2.6689
33196,2.2068
33197,2.2035
33198,2.8599
33201,2.6905
33202,2.5265
33204,2.3554
33208,2.6402
33209,2.6503
33211,2.4492
33212,2.1868
33214,2.6103
33215,1.76995
33216,1.7284
33218,1.74675
33220,2.8004
33221,2.8204
33225,2.6772
33227,2.74
33228,2.364
33229,2.4514
33231,2.4834
33234,2.3153
33235,2.3153
33236,2.3153
33237,2.3219
33238,2.3321
33239,2.3255
33241,2.3314
33242,2.3153
33244,2.2888
33245,2.302
33246,2.0466
33248,2.52985
33249,2.7565
33251,2.7664
33252,2.5403
33254,2.4792
33256,2.2617
33258,2.1788
33259,2.169
33261,2.7246
33263,2.7433
33264,2.7733
33266,2.717
33267,2.1263
33268,2.4397
33269,2.3124
33270,2.359
33271,2.2918
33272,2.3444
33275,2.2381
33277,2.2684
33278,2.2382
33279,2.275
33280,2.6059
33281,2.6494
33282,2.5959
33283,2.5725
33284,2.6394
33285,2.5729
33287,2.6396
33288,2.6127
33289,2.7034
33291,2.5602
33292,2.1066
33293,2.2136
33294,2.2003
33296,2.2169
33297,2.8931
33298,2.8898
33300,2.9499
33301,2.6397
33303,2.794
33304,2.5097
33305,2.5064
33306,2.0786
33309,2.092
33310,2.0786
33312,2.0786
33313,2.60025
33314,2.6222
33316,2.0881
33317,2.2937
33319,2.4203
33321,2.4213
33322,2.348
33323,2.3277
33324,2.328
33325,2.3546
33327,2.3412
33329,2.33375
33330,2.27695
33331,2.13765
33332,2.14425
33333,1.8784
33335,2.3229
33336,2.3097
33337,2.2564
33338,2.2564
33339,2.3229
33340,2.303
33341,1.7753
33343,1.8155
33345,1.8155
33346,2.1159
33347,2.119
33349,2.057
33351,2.0665
33352,2.1095
33353,2.0074
33354,2.0762
33355,2.1237
33357,2.2945
33358,2.0389
33359,2.0191
33360,2.0422
33361,2.0193
33362,2.0192
33365,2.059
33366,2.006
33369,1.9518
33370,1.9518
33372,1.9653
33374,2.4765
33377,2.269
33379,2.6982
33381,2.567
33382,2.5376
33383,2.5406
33384,2.5139
33385,2.4944
33386,2.7971
33388,2.5321
33389,2.2665
33390,2.2963
33391,2.2963
33392,2.2898
33394,1.9953
33395,2.0351
33399,2.4476
33400,2.3799
33401,2.4605
33402,2.6268
33403,2.3439
33406,2.3302
33408,2.3439
33409,2.3042
33410,2.3377
33413,2.2459
33416,2.5798
33419,2.5032
33420,2.5358
33421,2.5536
33422,2.5764
33425,2.3067
33426,2.5457
33427,2.2459
33429,2.4132
33431,2.4359
33432,2.4359
33434,2.7417
33435,2.6105
33436,2.5704
33438,2.8211
33439,2.8211
33441,2.2495
33442,2.1466
33443,2.2054
33444,2.192
33445,2.8101
33447,1.8194
33449,1.7958
33450,2.5876
33452,2.0156
33456,1.9058
33458,1.7432
33459,1.7632
33460,2.5263
33461,2.5365
33462,2.2562
33463,2.2529
33464,2.2497
33465,2.3045
33467,2.2979
33468,2.89
33471,2.1733
33472,2.1533
33474,2.7845
33475,2.4303
33477,2.1199
33478,2.4566
33479,2.2264
33482,2.1332
33483,2.5102
33484,2.1432
33486,2.3445
33487,2.50432857143
33488,2.50762857143
33491,2.2421
33492,2.2751
33493,2.3999
33494,2.76706666667
33496,2.5543
33497,2.5544
33498,2.419
33499,2.5032
33503,2.6485
33506,2.663025
33507,2.714025
33511,2.5067
33516,2.6668
33517,2.73802
33518,1.9616
33520,1.9222
33523,2.3134
33524,2.6366
33525,2.8037
33526,2.8338
33528,2.8405
33533,2.9835
33537,2.9139
33538,2.8407
33540,2.884
33542,2.8872
33543,2.7838
33544,2.8772
33545,2.7337
33546,2.8144
33547,2.8508
33549,2.838
33550,2.4468
33551,2.1356
33552,2.1384
33553,2.1581
33555,2.1253
33556,2.0784
33557,2.0853
33558,2.7671
33559,2.7036
33560,2.7804
33561,2.8038
33562,2.4065
33563,2.4147
33564,2.403
33565,2.066
33566,2.0991
33567,2.1091
33568,2.1788
33569,2.1156
33570,2.0625
33571,2.1091
33573,2.1589
33574,2.1788
33575,2.5634
33577,2.632
33579,2.6519
33582,2.5183
33583,2.5183
33584,2.5151
33585,2.5617
33586,2.4084
33588,2.2642
33589,2.7405
33590,2.764
33592,2.6099
33593,2.2804
33594,2.2804
33596,2.4473
33599,2.0584
33601,2.1083
33602,2.0384
33603,2.8372
33606,2.3957
33609,2.8461
33610,2.8305
33613,2.9234
33614,2.9567
33615,2.9434
33617,2.9236
33618,2.9303
33619,2.927
33621,2.1433
33623,2.5471
33624,2.7504
33627,2.1895
33629,2.6697
33630,2.6629
33631,2.4054
33633,2.4931
33634,2.4991
33635,2.72185
33636,2.441
33637,2.6015
33639,2.6451
33640,2.6722
33643,2.4711
33646,2.6751
33647,2.4582
33648,2.558
33649,2.528245
33650,2.2769
33651,2.2869
33652,2.2803
33653,2.2803
33654,2.5753
33656,2.4708
33657,2.4708
33658,2.4241
33662,2.5681
33663,2.4575
33664,2.558
33665,2.558
33666,2.4843
33667,2.5211
33668,2.6182
33669,2.5395
33671,1.6164
33672,2.4906
33674,2.5663
33677,2.0137
33678,2.1262
33679,2.0762
33680,2.1335
33681,2.3807
33682,2.447
33683,2.4536
33684,2.4536
33685,2.4834
33687,2.6736
33688,2.77676666667
33689,2.63686666667
33693,2.8502
33694,2.6038
33695,2.70845
33697,2.7897
33699,2.5433
33704,2.5704
33705,2.7176
33706,2.7433
33707,2.8208
33709,2.7722
33710,2.8526
33711,2.8258
33712,2.5956
33713,2.5723
33715,2.5689
33716,2.7868
33718,2.7636
33719,2.7335
33720,2.7569
33721,2.2096
33722,2.2129
33723,2.2129
33724,2.1929
33725,2.94
33728,2.94
33729,2.8568
33730,2.8768
33732,2.6275
33733,2.6741
33734,2.1472
33737,2.6134
33739,2.9269
33741,2.4552
33742,2.5985
33743,2.3045
33745,2.505
33746,2.4552
33748,2.6068
33749,2.4637
33750,2.5801
33751,2.5568
33753,2.453
33754,2.3833
33755,2.3337
33756,2.4365
33757,2.4298
33758,2.2467
33759,2.607
33760,2.8602
33761,2.3881
33763,2.3948
33766,2.3498
33767,2.6166
33768,2.5798
33772,2.747425
33773,2.4533
33774,2.4533
33775,2.3602
33776,2.357
33777,2.8
33780,2.1266
33781,2.1602
33782,2.1602
33783,2.0837
33785,2.16
33787,2.8166
33788,2.8533
33790,2.6399
33791,2.5804
33794,2.2214
33795,2.1745
33798,2.8234
33800,2.3035
33801,2.3467
33802,2.3165
33803,2.2899
33804,2.3034
33805,2.3235
33806,2.3066
33807,2.2967
33808,2.3333
33809,2.3168
33810,2.2967
33811,2.3066
33812,2.0966
33815,2.0866
33816,2.0933
33817,2.6401
33818,2.7501
33819,2.4231
33821,2.4158
33822,2.4125
33823,2.3388
33825,2.2783
33826,2.272
33827,2.2182
33830,2.6879
33831,2.7447
33832,2.7413
33833,2.7977
33834,2.4239
33837,2.7994
33838,2.7594
33841,2.519
33843,2.6696
33846,2.6235
33849,2.6235
33850,2.6235
33851,2.7138
33852,2.5471
33853,2.5538
33854,2.94
33856,1.9693
33857,2.7703
33858,2.5431
33860,2.2034
33861,2.21
33862,2.2068
33864,2.1968
33865,2.5321
33867,2.5355
33870,2.3276
33871,2.3208
33872,2.3342
33873,2.3542
33874,2.7011
33875,2.645
33876,2.6747
33878,2.7275
33881,2.3604
33882,2.2709
33883,2.1204
33884,2.2608
33885,2.3148
33887,2.8501
33890,2.228
33893,2.5689
33894,2.512
33895,2.5255
33897,2.8904
33898,2.8211
33902,2.9103
33903,2.7282
33904,2.7519
33905,2.8276
33906,1.568
33907,2.8409
33909,2.9171
33910,2.8277
33911,2.5049
33912,2.5049
33913,2.5016
33914,2.5016
33915,2.435
33917,2.408
33918,2.53301777778
33919,2.6835
33920,2.3266
33921,2.3266
33922,2.697
33924,2.3339
33925,2.5011
33927,2.3438
33928,2.6805
33931,2.7191
33932,2.7863
33933,2.7998
33934,2.6931
33935,2.6296
33936,2.7863
33938,2.2249
33939,2.4088
33942,2.592
33944,2.5671
33948,1.7001
33949,1.9702
33950,2.1546
33951,2.3647
33952,2.3647
33953,2.3381
33954,1.7724
33960,2.8337
33961,2.8337
33962,2.8335
33963,2.7536
33964,2.6734
33965,2.9101
33966,2.8268
33967,2.6166
33969,2.8337
33970,2.8337
33971,2.8571
33973,2.857
33974,2.6705
33976,2.717
33977,2.8565
33981,2.7446
33984,2.9333
33985,2.5333
33986,2.5817
33987,2.2466
33988,2.3434
33990,2.1999
33991,2.2496
33992,2.2135
33993,2.2496
33994,2.2666
33995,2.2863
33996,2.2466
33997,2.3603
33998,2.3603
33999,2.3503
34000,2.4103
34001,2.3865
34002,2.3865
34003,2.4368
34004,2.3932
34005,2.4567
34006,2.6638
34007,2.8411
34008,2.6101
34009,2.6568
34011,2.577
34012,2.8145
34014,2.5829
34015,2.6663
34017,2.3771
34018,2.8633
34019,2.8536
34020,2.9198
34021,2.9031
34022,2.8232
34023,2.8633
34024,2.8667
34026,2.9031
34027,2.7697
34029,2.4551
34030,2.6236
34031,2.6299
34032,2.23096666667
34033,2.6199
34036,2.09316666667
34037,2.14586666667
34038,2.06226666667
34039,2.4236
34040,2.4302
34041,2.2668
34042,2.2833
34043,2.3033
34045,2.5149
34046,2.8904
34048,2.5932
34049,2.6137
34050,2.6402
34051,2.44946
34052,2.2098
34053,2.1965
34054,2.5241
34055,2.5275
34058,2.4333
34059,2.4064
34061,2.4433
34062,2.6052
34064,2.6253
34067,2.4294
34068,2.4233
34069,2.6116
34070,2.3537
34071,2.3403
34072,2.3504
34074,2.5052
34075,2.4918
34076,2.5319
34079,2.6417
34080,2.5715
34081,2.6517
34082,2.6517
34083,2.5738
34084,2.6517
34085,2.6517
34086,2.7182
34091,2.9467
34092,2.9334
34093,2.2033
34095,2.5085
34096,2.5085
34098,2.75
34100,2.7867
34101,2.4861
34102,2.0195
34105,2.4622
34108,2.4552
34110,2.4586
34111,2.4452
34113,2.115
34114,2.1051
34116,2.30055166667
34120,2.19375833333
34124,2.32068333333
34126,2.44875
34129,2.33050833333
34130,2.47676833333
34131,2.30055166667
34132,2.30055166667
34133,2.30055166667
34135,2.28725166667
34136,2.32068333333
34137,2.2354
34141,2.19375833333
34142,2.19375833333
34143,2.28385166667
34144,2.33068333333
34145,2.32068333333
34146,2.32068333333
34147,2.27055166667
34148,2.47773333333
34149,2.30055166667
34150,2.6152
34152,2.6188
34153,2.7701
34154,2.5736
34155,2.6436
34156,2.6239
34157,2.697
34160,2.3742
34161,2.3609
34163,2.6074
34164,2.561
34167,2.4547
34168,2.8134
34171,1.513
34175,2.6962
34176,2.695
34177,2.57893333333
34179,2.3676
34180,2.3676
34181,2.3743
34182,2.3442
34183,2.361
34185,2.3676
34186,2.371
34187,2.3676
34188,2.361
34189,2.7935
34190,2.7939
34192,2.6681
34193,2.6384
34194,2.8273
34195,2.8166
34196,2.8137
34197,2.7472
34198,2.8273
34201,2.8073
34202,2.7935
34203,2.5978
34204,2.5511
34205,2.4578
34206,2.4611
34207,2.4578
34209,1.3204
34212,2.3215
34213,2.3643
34214,2.4612
34215,2.4344
34218,2.4815
34219,2.4564
34220,2.6701
34221,2.4365
34222,2.4929
34223,2.5992
34224,2.5621
34227,2.703
34229,2.8199
34230,2.6765
34231,2.5564
34232,2.1986
34233,2.2216
34236,2.96
34237,2.3377
34238,2.4535
34240,2.3134
34244,2.5269
34246,2.3967
34247,2.4403
34248,2.3669
34249,2.13215
34250,2.4586
34252,2.6888
34257,2.6716
34259,2.7997
34265,2.8497
34268,2.0067
34269,2.5196
34270,2.6544
34271,2.669
34273,1.9849
34278,2.7161
34279,2.5583
34280,2.1835
34281,2.1935
34282,2.1797
34284,2.2504
34285,1.9735
34286,2.2694
34287,2.4158
34288,2.1429
34290,2.2327
34291,2.1634
34292,2.539
34294,2.5521
34295,2.4564
34296,2.6125
34297,2.3862
34298,2.2504
34299,2.5321
34300,2.5521
34301,2.5388
34306,2.3612
34307,2.3813
34308,2.2411
34309,2.4012
34310,2.5435
34311,2.4935
34312,2.3547
34313,2.5905
34314,2.3247
34316,2.2642
34317,2.65
34319,2.0187
34320,1.9954
34321,1.9954
34323,1.8921
34324,2.3268
34326,2.6968
34328,2.91
34329,2.8902
34334,1.9949
34338,2.52898
34339,2.7336
34342,2.8867
34345,2.8701
34346,2.3249
34347,2.3384
34348,2.3115
34349,2.3315
34351,2.3015
34353,2.325
34354,2.8898
34355,2.3302
34356,2.2767
34357,2.6058
34361,2.5918
34367,2.7201
34368,2.59886666667
34370,2.4692
34373,2.3129
34374,2.9102
34377,2.4329
34379,2.5501
34380,2.5368
34381,2.5501
34382,2.6601
34383,2.0524
34385,2.0766
34387,2.0766
34388,2.0665
34390,2.5122
34393,2.3752
34396,2.7742
34397,2.7833
34399,2.088
34400,1.8741
34401,2.088
34402,1.9941
34405,2.2076
34407,2.1581
34409,2.2444
34410,2.3629
34412,2.30624
34413,2.30964
34414,2.44394
34417,2.245
34419,2.1319
34421,2.6275
34422,2.1319
34423,2.6475
34424,2.4889
34426,2.4051
34428,2.6065
34430,2.3467
34431,2.367
34432,2.4344
34433,2.3738
34435,2.2728
34436,2.2696
34437,2.2533
34439,2.3535
34440,2.2449
34441,2.8775
34444,2.3045
34445,2.421
34448,2.2546
34452,2.5494
34453,2.3911
34454,2.5727
34455,2.2849
34457,2.6197
34458,2.4926
34459,2.3893
34460,2.557
34461,2.4802
34462,2.0195
34463,2.2293
34464,2.2361
34466,2.1061
34467,2.2295
34469,2.2626
34470,2.6679
34471,2.6375
34479,2.3833
34480,2.4332
34481,2.4265
34482,2.61
34483,2.6063
34484,2.2432
34485,2.4031
34486,2.3295
34487,2.4371
34489,2.2464
34490,2.2364
34491,2.2464
34492,2.2364
34493,2.2264
34494,2.6083
34495,2.6622
34498,2.5732
34502,2.7266
34503,2.6671
34504,2.5932
34505,2.6265
34506,2.694
34507,2.7904
34508,2.65
34509,2.6912
34510,2.6912
34511,2.6808
34512,2.6836
34516,2.6467
34517,2.6467
34524,2.7901
34525,2.2932
34526,2.4366
34527,2.4599
34528,2.5865
34529,2.4498
34530,2.6979
34531,2.6958
34532,2.7187
34533,2.7254
34535,2.6835
34536,1.9389
34538,1.9389
34540,1.9589
34541,1.9655
34542,1.9389
34543,1.9389
34544,1.9058
34545,1.9357
34546,1.9389
34548,2.4116
34549,2.2164
34550,2.1665
34551,2.1832
34552,2.2098
34553,2.2164
34555,2.315
34557,2.3612
34560,2.3585
34563,1.9813
34564,2.06865
34568,2.3467
34570,2.9335
34571,2.9169
34572,2.42241714286
34573,2.8835
34574,2.9035
34576,2.6797
34577,2.6797
34579,2.4028
34581,2.7771
34583,2.8398
34584,2.0029
34585,1.6847
34589,2.68073
34590,2.4009
34592,2.3775
34593,2.2539
34595,2.2337
34596,2.6777
34598,2.51197142857
34600,2.1044
34603,2.0579
34605,1.9243
34606,1.9011
34607,2.3097
34608,2.4364
34609,2.3731
34610,2.4032
34613,2.3364
34616,2.6628
34618,1.8096
34619,1.9198
34620,1.77
34621,1.78
34622,2.1223
34623,1.7336
34625,1.8735
34629,1.8795
34632,1.9198
34633,1.9198
34634,1.9198
34635,1.8364
34636,1.9399
34637,2.4868
34638,2.5162
34639,2.5262
34640,2.277
34641,2.3304
34642,2.2132
34643,2.7037
34645,2.6841
34647,2.7338
34648,2.7479
34650,2.1771
34651,2.3104
34652,2.3268
34653,2.3138
34654,2.7101
34655,2.8236
34657,2.6688
34659,2.6467
34660,2.3332
34662,2.3899
34663,2.2933
34664,2.2136
34665,2.2933
34666,2.2765
34667,2.1501
34669,2.1568
34670,2.2533
34671,2.2965
34672,2.5121
34674,2.3815
34675,2.3547
34676,2.4284
34677,2.5321
34678,2.4453
34679,2.4519
34680,2.4517
34681,2.4583
34682,2.4483
34683,2.4483
34685,2.5906
34690,2.1978
34691,2.2198
34692,2.6209
34697,2.1274
34699,2.3174
34701,2.1545
34702,2.4768
34703,2.0549
34709,2.6637
34710,2.388
34713,2.1675
34714,2.4315
34715,2.49895
34718,2.4274
34720,2.5604
34721,2.6169
34722,2.3369
34724,2.4102
34725,2.6069
34726,2.6069
34727,2.6701
34728,2.6313
34730,2.368
34732,2.2215
34734,2.1042
34735,2.0975
34737,2.1109
34738,2.0742
34739,2.0445
34742,2.4875
34743,2.5175
34746,2.3329
34747,2.4875
34748,2.3497
34750,2.7589
34751,2.7456
34752,2.6755
34754,2.7423
34755,2.7456
34756,2.7489
34757,2.7061
34758,2.7884
34760,2.7589
34761,2.6519
34763,2.7356
34764,2.7489
34767,2.2348
34768,2.1873
34770,2.1274
34771,2.534
34772,2.4907
34773,2.4142
34774,2.7833
34775,2.8001
34776,2.6902
34778,2.4539
34779,2.5673
34780,2.5572
34781,2.2439
34783,2.7048
34785,2.7771
34786,2.6823
34787,2.6658
34788,2.6658
34790,2.6448
34791,2.6082
34792,2.6115
34793,2.6216
34795,2.4718
34797,2.6923
34800,2.7001
34801,2.0434
34805,1.9281
34809,2.7188
34810,2.8471
34811,2.8402
34812,2.6435
34813,2.7868
34815,2.2075
34817,2.47975
34819,2.44055
34820,2.49995
34821,2.3972
34822,2.1265
34823,2.37955
34824,2.1032
34825,1.9456
34826,1.9553
34827,1.9552
34829,2.722
34831,2.6919
34832,2.3661
34833,2.3627
34834,2.2826
34837,2.7203
34838,2.6633
34839,2.7534
34841,2.3947
34843,2.3981
34844,2.3949
34845,2.341
34846,2.2879
34850,2.9238
34852,2.8082
34853,2.8311
34854,2.7441
34855,2.7444
34856,2.7576
34859,2.7309
34860,2.7174
34861,2.5703
34862,2.5756
34863,2.5857
34864,2.5589
34866,2.5588
34867,2.5989
34869,2.612
34870,2.6422
34871,2.6188
34873,2.5786
34875,2.6902
34876,2.5658
34877,2.5926
34879,2.3161
34882,2.2597
34883,2.5723
34886,2.5735
34887,2.5404
34888,2.3089
34889,2.3221
34890,2.2166
34891,2.3223
34892,2.7502
34893,2.3478
34895,2.6508
34901,2.286575
34902,2.323375
34905,2.4852
34906,2.4852
34907,2.522
34908,2.8007
34911,2.8808
34912,2.8674
34914,2.4199
34915,2.557
34917,2.766
34918,2.756
34919,2.7838
34920,2.5646
34921,2.8035
34924,2.7272
34925,2.6768
34926,2.1395
34927,2.1996
34928,2.3262
34929,2.3262
34931,2.5197
34932,2.6713
34933,2.6908
34935,2.6421
34936,2.6882
34938,1.9778
34940,2.5936
34941,2.4932
34943,2.4968
34944,2.5035
34945,2.6501
34946,2.2068
34949,2.5049
34950,2.4465
34951,2.5134
34953,2.3372
34955,2.2059
34957,2.7935
34961,2.4644
34963,2.5785
34966,2.9005
34967,2.9371
34968,2.7573
34969,2.6172
34971,2.4651
34973,2.5207
34976,2.2479
34977,2.2613
34980,2.7645
34981,2.7488
34984,2.527
34985,2.8743
34986,2.9537
34991,2.8843
34992,2.3635
34993,2.47
34995,2.8431
34996,2.843
34997,2.4406
34999,2.3941
35002,2.2428
35003,2.1887
35005,2.3436
35007,2.7883
35009,2.177
35011,2.5203
35012,2.6282
35014,2.0119
35015,2.0119
35016,2.0718
35018,2.2701
35019,2.2802
35020,2.2902
35021,2.7049
35024,2.4578
35028,2.6432
35029,2.613
35030,2.079
35031,2.6432
35033,2.6432
35034,2.4911
35035,2.558
35036,2.2132
35037,2.6603
35038,2.6207
35040,2.1634
35043,2.3447
35044,2.3773
35045,2.4443
35046,2.4175
35047,2.3911
35048,2.4975
35049,2.5503
35050,2.5602
